	umls_meddra	umls_def
3992	C0234131	Motor dysfunction
3993	C0017605	Angle closure glaucoma
3994	C0149937	Acute interstitial nephritis
3995	C0241228	Spleen palpable
3996	C0521499	Injection site pigmentation changes
3997	C0740469	Albumin high
3998	C0860209	Gallbladder sludge
3999	C0438243	Serum creatinine abnormal
4000	C1701940	Ventilator associated pneumonia
4001	C0020305	Hydrops foetalis
4002	C0948085	Corneal defect
4003	C0029119	Opportunistic mycosis
4004	C0857027	Feeling sick
4005	C0854453	Escherichia sepsis
4006	C0206160	Reticulocytosis
4007	C0151649	Injection site fibrosis
4008	C0521505	Injection site dermatitis
4009	C0521694	Retinal atrophy
4010	C0152447	Urethral discharge
4011	C0685707	Muscular ventricular septal defect
4012	C0026918	Mycobacterial infection
4013	C0272315	Coagulation factor decreased
4014	C0423124	Dermatochalasis
4015	C0239940	Glycosylated haemoglobin increased
4016	C0236022	Neoplasm malignant aggravated
4017	C0233407	Disorientation
4018	C1302752	Abrasion NOS
4019	C0036114	Gastroenteritis salmonella
4020	C0034634	Rage
4021	C0401149	Constipation chronic
4022	C0019385	Meningoencephalitis herpetic
4023	C0151691	High density lipoprotein decreased
4024	C1264613	Gastrointestinal infection
4025	C0558348	Gastroenteritis bacterial
4026	C0302295	Eruption
4027	C0700184	Throat irritation
4028	C0008311	Cholangitis
4029	C0424448	Masked facies
4030	C0857496	Thromboembolic event
4031	C1141926	Abdominal sepsis
4032	C0162275	Ketonuria
4033	C0520962	Pain localised
4034	C0009024	Clonus
4035	C0858599	Taste sour
4036	C0302314	Xanthoma
4037	C0085576	Microcytic anaemia
4038	C0014356	Enterocolitis
4039	C0877217	Abasia
4040	C0338614	Psychotic episode
4041	C0241166	Skin tightness
4042	C0003950	Ascariasis
4043	C0349217	Depressive episode
4044	C1262109	Procedural hypotension
4045	C0234962	Pulmonary vasculitis
4046	C0003537	Aphasia
4047	C0948070	Rhinalgia
4048	C0271240	Blindness unilateral
4049	C0028768	Obsessive-compulsive disorder
4050	C0037926	Spinal cord compression
4051	C0426390	Bladder spasm
4052	C0009062	Clostridial infection
4053	C1527340	Voice disturbance
4054	C0702154	Polyarthropathy
4055	C0877211	General physical health deterioration
4056	C0239739	Gingival pain
4057	C0854425	Sputum discoloured
4058	C0151892	Retinal pigmentation
4059	C1167863	Retinogram abnormal
4060	C0853013	Diverticular perforation
4061	C0241742	Wound haemorrhage
4062	C0003872	Psoriatic arthropathy
4063	C1276118	Urticaria recurrent
4064	C0023860	Listeriosis
4065	C0038463	Strongyloidiasis
4066	C0542101	Nasal burning
4067	C0520679	Obstructive sleep apnea syndrome
4068	C0340214	Tracheal fistula
4069	C0877169	Neonatal hyponatraemia
4070	C1328337	Urethritis noninfective
4071	C0520559	Numbness of tongue
4072	C0038395	Streptococcal infection
4073	C0242354	Disorder birth
4074	C0042594	Vestibular disorder
4075	C0040128	Thyroid disorder
4076	C0948257	Immunosuppressant drug level increased
4077	C0231255	Body mass index decreased
4078	C0015786	Female sexual arousal disorder
4079	C0919671	Subileus
4080	C0013985	Emotional disturbance NOS
4081	C1260926	Abnormal pigmentation
4082	C0239293	Oesophageal haemorrhage
4083	C0004626	Pneumonia bacterial
4084	C0034882	Rectal disorder
4085	C0858684	Telangiectasis facial
4086	C0259749	Autonomic neuropathy
4087	C0206698	Cholangiocarcinoma
4088	C0151846	Disorder periosteal
4089	C0595939	Stillbirth
4090	C0037284	Skin lesion
4091	C0600228	Cardio-respiratory arrest
4092	C0017181	Gastrointestinal haemorrhage
4093	C0086438	Hypogammaglobulinaemia
4094	C0152086	Traumatic arthropathy
4095	C1504561	Hypophagia
4096	C3544094	Arterial thromboembolism
4097	C0238198	Gastrointestinal stromal tumour
4098	C0919726	Postoperative hypertension
4099	C2609176	Kounis syndrome
4100	C0267380	Ileitis regional
4101	C1735630	Acute cholestatic hepatitis
4102	C0151946	Pulmonary thrombosis
4103	C0024623	Gastric cancer
4104	C0034734	Raynaud's disease
4105	C0677600	Stridor inspiratory
4106	C1384589	Tinea cruris
4107	C0729549	Gastrointestinal fungal infection
4108	C0750426	White blood cell count increased
4109	C0232693	Borborygmi
4110	C0079102	Cerebral thrombosis
4111	C1963964	Periungual erythema
4112	C0155177	Eczema eyelids
4113	C0236018	Aura
4114	C0457798	Dermatitis eyelid
4115	C0442874	Neuropathy
4116	C0235357	Tooth hypoplasia
4117	C0239885	Headache dull
4118	C0849907	Ear pruritus
4119	C0151505	Application site reaction
4120	C0268733	Acute nephritis
4121	C0877072	Cytomegalovirus chorioretinitis
4122	C0159060	Abnormal bowel sounds
4123	C0854100	Nitrogen balance negative
4124	C0344431	Monomorphic ventricular tachycardia
4125	C0346647	Malignant neoplasm of pancreas
4126	C0016867	Furunculosis
4127	C0795692	Hyperlactacidaemia
4128	C1619712	Procedural pain
4129	C0473237	Frank hematuria
4130	C0018965	Haematuria
4131	C0549448	Haemoglobin increased
4132	C0281982	Skin swelling
4133	C0151580	Crystalluria calcium
4134	C0236036	Oculomucocutaneous syndrome
4135	C0028173	NPN increased
4136	C0853885	Blood electrolytes decreased
4137	C0231837	Respiratory rate decreased
4138	C0853973	Blood gonadotrophin increased
4139	C0333559	Lacunar infarction
4140	C0021845	Intestinal perforation
4141	C0235228	Lacrimal gland disorder
4142	C0014541	Epiglottitis
4143	C0267491	Large intestinal ulcer
4144	C0235969	Ejaculation disorder
4145	C0947912	Myasthenia
4146	C2721578	Pulmonary oil microembolism
4147	C0030469	Sinus disorder
4148	C0344365	Incomplete bladder emptying
4149	C1695896	Infusion site hypersensitivity
4150	C0854331	Herpes simplex dermatitis
4151	C0021655	Insulin resistance
4152	C0003708	Arachnoiditis
4153	C0521620	Hydroureter
4154	C0006705	Calcium metabolism disorder
4155	C0235324	Gingival swelling
4156	C0234894	Dermatitis acneiform
4157	C0235972	Retinal deposits
4158	C0005586	Bipolar disorder
4159	C0343886	Gastrointestinal candidiasis
4160	C0853034	Blood creatine phosphokinase increased
4161	C0858318	Plasmodium falciparum infection
4162	C0241558	Urethral haemorrhage
4163	C0235656	Uterine cervical lesion
4164	C0011636	Dermatophytosis
4165	C0040558	Toxoplasmosis
4166	C0349410	Organ failure
4167	C0948395	Gastrointestinal hypermotility
4168	C0851578	Sleep disorder
4169	C0860700	Prothrombin level abnormal
4170	C0344329	Collapse
4171	C0278147	Radicular pain
4172	C0011581	Depressive disorder
4173	C0005743	Blepharoconjunctivitis
4174	C0392160	Application site atrophy
4175	C0854402	Mechanical complication of implant
4176	C0264893	Nodal arrhythmia
4177	C1136085	Monoclonal gammopathy
4178	C0562057	Burning in throat
4179	C0021847	Intestinal pseudo-obstruction
4180	C0158353	Infective myositis
4181	C0156279	Urethral syndrome
4182	C2609183	Abnormal withdrawal bleeding
4183	C0235429	Breath odour ketones
4184	C0030805	Pemphigoid
4185	C0020683	Hypovolaemic shock
4186	C0409497	Joint injury
4187	C0267516	Colon atonic
4188	C0040038	Thromboembolism
4189	C0221265	Microcytosis
4190	C0027339	Nail disorder
4191	C0376356	Premenstrual tension
4192	C0156543	Abortion
4193	C0235014	Fontanelle bulging
4194	C0684249	Carcinoma of lung
4195	C0040923	Trichomonal vaginitis
4196	C0242453	Prostatism
4197	C0034091	Pulmonary veno-occlusive disease
4198	C0021177	Libido increased
4199	C0040188	Tic
4200	C0877167	Psychomotor skills impaired
4202	C0855235	Feelings of worthlessness
4203	C0274435	Transfusion reaction
4204	C1744587	Balance difficulty
4205	C1112353	Medical device complication
4206	C0237020	Dermoid cyst of ovary
4207	C0476405	Pulmonary function test abnormal
4208	C0542247	Tremulousness
4209	C0268543	N-acetylglutamate synthase deficiency
4210	C0005826	Blood pressure abnormal
4211	C0520575	Pyelonephritis acute
4212	C0581392	Multiple sclerosis exacerbation
4213	C0040259	Tinea pedis
4214	C0014335	Enteritis
4215	C0221752	Blood urine
4216	C0011876	Cataract diabetic
4217	C0281913	Muscle swelling
4218	C0162279	Choroidal detachment
4219	C0877645	Urinary bladder polyp
4220	C0024050	Lower gastrointestinal haemorrhage
4221	C0686377	Metastases to central nervous system
4222	C0549202	Chapped skin
4223	C0028817	Ochronosis
4224	C0086692	Benign neoplasm
4225	C0400930	Chronic hepatic failure
4226	C0580546	Blood glucose abnormal
4227	C0919567	Uterine contractions during pregnancy
4228	C0026633	Congenital oral malformation
4229	C0272753	Femur shaft fracture
4230	C1868821	Immediate post-injection reaction
4231	C0853124	Blood follicle stimulating hormone increased
4232	C0853224	Activated partial thromboplastin time shortened
4233	C0013609	Localised oedema
4234	C0085595	Body odor
4235	C0042514	Ventricular tachycardia
4236	C0558353	Carcinoma of tongue
4237	C0239211	Oedema auricular
4238	C0853711	Sperm count decreased
4239	C0151463	Breast abscess
4240	C0474444	Corneal stromal edema
4241	C0403673	Retrograde ejaculation
4242	C0863093	Cold symptoms
4243	C0008035	Chest wall pain
4244	C0566948	Vaginal swelling
4245	C0021364	Infertility male
4246	C0349782	Ischaemic cardiomyopathy
4247	C0153619	Ureteric cancer
4249	C0347197	Oral neoplasm benign
4250	C0027726	Nephrotic syndrome
4251	C0235086	Muscle contractions involuntary
4252	C1142239	Call-Fleming syndrome
4253	C0743400	Ejection fraction decreased
4254	C0004659	Bacteriuria
4255	C1963747	Herpes simplex hepatitis
4256	C1704381	Glucose decreased
4257	C0333291	Ulcer haemorrhage
4258	C0442856	Hypoperfusion
4259	C0029134	Optic neuritis
4260	C0876994	Cardiotoxicity
4261	C0157733	Abnormalities of the hair
4262	C0521546	Congenital joint malformation
4263	C0241164	Skin tenderness
4264	C0522042	Loss of control of legs
4265	C0751955	Brain infarction
4266	C0036337	Schizoaffective disorder
4267	C0238792	Bone lesion
4268	C0004245	Atrioventricular block
4269	C0033046	Premenstrual syndrome
4270	C0877113	Scar pain
4271	C0241157	Pustule
4272	C0857160	Numbness in leg
4273	C0027794	Neural tube defect
4274	C0029456	Osteoporosis
4275	C0221032	Congenital generalised lipodystrophy
4276	C0553681	Hypofibrinogenaemia
4277	C2609096	Genital hypoaesthesia
4278	C0234972	Convulsive disorder
4279	C0025007	Measles
4280	C0233477	Dysphoria
4281	C0857361	Headache occurring
4282	C0021400	Influenza
4283	C0085648	Synovial cyst
4284	C0424489	Chapped lips
4285	C0409962	Localized osteoarthritis
4286	C0232807	Function kidney decreased
4287	C1608945	Exfoliative rash
4288	C0919874	Post procedural haemorrhage
4289	C1735864	Administration site infection
4290	C0860646	Morbid dreams
4291	C0860864	Albumin low
4292	C0001206	Acromegaly
4293	C0027543	Necrosis ischaemic
4294	C0026846	Muscle atrophy
4295	C0026764	Plasma cell myeloma
4296	C0339434	Choroidal effusion
4297	C0232431	Cold sweat
4298	C0860811	Antidiuretic hormone abnormality
4299	C0017665	Glomerulonephritis membranous
4300	C2363912	Respiratory failure aggravated
4301	C0017650	Globus hystericus
4302	C1536916	Blood cholesterol decreased
4303	C0549297	Auricular swelling
4304	C0028432	Nasal disorder
4305	C0085628	Stupor
4306	C0456103	Sepsis neonatal
4307	C0023794	Lipidosis
4308	C0235849	Stomatitis necrotising
4309	C0265110	Vasospasm cerebral
4310	C0014869	Reflux esophagitis
4311	C0240066	Iron deficiency
4312	C1504405	Pyramidal tract syndrome
4313	C0233651	Perseveration
4314	C0340278	Atrial hypertrophy
4315	C0238874	Antineutrophil cytoplasmic antibody positive
4316	C1322281	Rhinitis seasonal
4317	C0553730	Chondrocalcinosis
4318	C0235504	Thrombophlebitis of the leg
4319	C0017567	Gingival hypertrophy
4320	C1956415	Dyspnoea paroxysmal nocturnal
4321	C0877609	Alertness decreased
4322	C0041582	Ulcer
4323	C1536220	ST segment elevation myocardial infarction
4325	C0239735	Gingival erythema
4326	C0877077	Myocardial haemorrhage
4327	C0235746	Saliva altered
4328	C0030846	Penis disorder
4329	C0014804	Erythromelalgia
4330	C0006118	Brain neoplasm
4331	C0281981	Skin mass
4332	C0004691	Balanoposthitis
4333	C3267206	Chalky taste
4334	C0857189	Raised serum uric acid
4335	C0861157	Decreased night vision
4336	C0025162	Megacolon toxic
4337	C0235329	Small intestinal obstruction
4338	C0020639	Hypoproteinaemia
4339	C0729584	Infectious meningitis
4340	C0919823	Cytolytic hepatitis
4341	C0003028	Anhidrosis
4342	C0020619	Hypogonadism
4343	C0037287	Skin nodule
4344	C0740277	Bile duct cancer
4345	C0030252	Palpitations
4346	C0476397	Electroretinogram abnormal
4348	C0023533	Leukorrhea
4349	C0002902	Anencephaly
4350	C0853879	Breast cancer invasive NOS
4351	C0086227	Enterobiasis
4352	C0235068	Scintillating scotoma
4354	C0497365	Rash generalised
4355	C0020649	Hypotension
4356	C0019048	Haemoglobinuria
4357	C0266998	Oral soft tissue disorder NOS
4358	C0262428	Collagen-vascular disease
4359	C1142520	Nail pigmentation
4360	C1710632	Vessel perforation
4361	C1535939	Pneumocystis jirovecii pneumonia
4362	C0277919	Post thrombotic syndrome
4363	C0877172	Spinal epidural haematoma
4364	C0549453	Traumatic haematoma
4365	C0033844	Pseudotumor
4366	C0236151	Renal function test abnormal
4367	C0856095	Vomiting aggravated
4368	C0920235	Psoriatic plaque
4369	C0042769	Viral infection
4370	C0023903	Hepatic neoplasm
4371	C0221158	Multifocal atrial tachycardia
4372	C3544214	Reversible cerebral vasoconstriction syndrome
4373	C2607947	Deafness unilateral
4374	C0086132	Depressive symptom
4375	C0016842	Pectus excavatum
4376	C0028084	Nightmare
4377	C0853749	Blood magnesium increased
4378	C0017677	Tongue geographic
4379	C0426747	Anal haemorrhage
4380	C0235082	Tremor muscle
4381	C0424024	Delusional perception
4382	C0232200	Gallop rhythm
4383	C0751466	Phonophobia
4384	C0221248	Gouty tophus
4385	C0948198	Acholia
4386	C0520540	Rebound hypertension
4387	C0747102	Ovarian failure
4388	C0855644	Blood uric acid decreased
4389	C0242350	Erectile dysfunction
4390	C0851807	Aspergillus infection
4391	C1868879	Endotracheal tube obstruction
4392	C0235762	Rheumatoid arthritis aggravated
4393	C1368107	Bone marrow aplastic
4394	C0856968	Raised serum lipid levels
4395	C0861020	Insulin C-peptide decreased
4396	C0458104	Genital pain male
4397	C0475765	Nasal oedema
4398	C0149721	Left ventricular hypertrophy
4399	C0677500	Stinging
4400	C0032584	Polyp
4401	C0694563	Excessive daytime sleepiness
4402	C0022281	Eye pruritus
4403	C0041364	Tumour lysis syndrome
4404	C0239093	Conjunctival irritation
4405	C0227791	Vaginal discharge
4406	C0022672	Nephrosis lower nephron
4407	C0038273	Stereotypy
4408	C2242577	Oromandibular dystonia
4409	C0231749	Knee pain
4410	C0005758	Blister
4411	C0728993	Spotting vaginal
4412	C0740279	Cerebellar atrophy
4413	C0152169	Renal colic
4414	C0149504	Toxic encephalopathy
4415	C1142524	Asymptomatic hyperlactatemia
4416	C0007398	Catatonia
4417	C0151702	Muscle haemorrhage
4418	C0010695	Cystocele
4419	C0267821	Hepatic congestion
4420	C1096701	Medical device discomfort
4421	C0150450	Altered state of consciousness
4422	C0030781	Peliosis hepatis
4423	C0162533	Porphyria hepatic
4424	C0401013	Fungal peritonitis
4425	C0233794	Memory impairment
4426	C0018975	Blindness day
4427	C0877095	Application site haematoma
4428	C0270612	Leukoencephalopathy
4429	C3160756	Infection reactivation
4430	C0011649	Dermoid cyst
4431	C0149726	Pulmonary mass
4432	C0014236	Endophthalmitis
4433	C0005741	Blepharitis
4434	C0239134	Productive cough
4435	C0948179	Postoperative constipation
4436	C0860453	Loss of skin markings
4437	C0035522	Rib fracture
4438	C0343378	Helicobacter gastritis
4439	C0153618	Malignant neoplasm of renal pelvis
4440	C0263912	Rotator cuff syndrome
4441	C0575810	Hands weakness of
4442	C0155365	Vitreous disorder
4443	C1321587	Respiratory depth increased
4444	C0009766	Conjunctivitis allergic
4445	C0522570	Inflammation localised
4446	C0031350	Pharyngitis
4447	C1455705	Histiocytosis X of lung
4448	C0241832	Cerebrovascular insufficiency
4449	C0877092	Venipuncture site bruise
4450	C0520758	Neuromuscular block prolonged
4451	C0877144	Spontaneous penile erection
4452	C0262988	Cutaneous vasculitis
4453	C0023474	Chronic phase chronic myeloid leukemia
4454	C0750394	White blood cell count decreased
4455	C0018418	Gynaecomastia
4456	C0392620	Alcohol poisoning
4457	C1142470	Suture related complication
4458	C0035333	Retinitis
4459	C0259817	Xerosis
4460	C0744727	Haematocrit decreased
4461	C0042548	Plantar warts
4462	C0541879	Detachment psychological
4463	C0039504	Tendon injury
4464	C0231688	Gait shuffling
4465	C0035305	Retinal detachment
4466	C0877094	Application site haemorrhage
4467	C3665386	Abnormal vision
4468	C0241254	Mucous stools
4469	C0423281	Anterior chamber flare
4470	C0035459	Rhinitis atrophic
4471	C0029221	Organic brain syndrome
4472	C1112469	Cytomegalovirus syndrome
4473	C0235792	Breast pain male
4474	C1112209	Abdominal infection
4475	C0037822	Speech disorder
4476	C0853700	Application site erythema
4477	C0423847	Growth of eyelashes
4478	C0016522	Foramen ovale patent
4479	C0026265	Mitral valve disease
4480	C0021061	Immunology test
4481	C0231274	Heat intolerance
4482	C0877107	Sinobronchitis
4483	C0020599	Hypocalciuria
4484	C0856897	Hemangioma acquired
4485	C0241310	Suprapubic pain
4486	C0221384	Follicular conjunctivitis
4487	C0079924	Oligohydramnios
4488	C0041825	Tympanic membrane disorder
4489	C0542075	Local throat irritation
4490	C0162848	Eruption lichenoid
4491	C0264315	Glottic edema
4492	C0023801	Lipomatosis
4493	C0022735	Klinefelter's syndrome
4494	C1527330	Pyridoxine deficiency
4495	C1260871	Acetonaemia
4496	C0521305	Assisted fertilisation
4497	C0410480	Avascular necrosis femoral head
4498	C0029089	Ophthalmoplegia
4500	C0042165	Anterior uveitis
4501	C0156181	Peritoneal adhesions
4502	C0152031	Joint swelling
4503	C0027013	Myeloid metaplasia
4504	C0040247	Tinea infection
4505	C0424332	Breath holding attack
4506	C3160759	Tumour cell mobilisation
4507	C1096213	Cannula site reaction
4508	C0016689	Ephelides
4509	C0240059	Intraventricular haemorrhage
4510	C0267373	Intestinal haemorrhage
4511	C0541865	Deposit eye
4512	C0151589	Partial transitory deafness
4513	C0553737	Cervical discharge
4514	C1868709	Activation syndrome
4515	C0235260	Chloropsia
4516	C0023066	Laryngospasm
4517	C0750466	Yeast infection
4518	C0149707	Haematospermia
4519	C0030593	Pars planitis
4520	C0016167	Anal fissure
4521	C3665818	Medication residue present
4522	C0241729	Weight fluctuation
4523	C0876980	Headache aggravated
4524	C0151739	Small intestinal perforation
4525	C0742339	Chest heaviness
4526	C0549284	Fibrillation atrial aggravated
4527	C0006413	Burkitt's lymphoma
4528	C0151951	Thromboplastin decreased
4529	C0034935	Extensor plantar response
